doc,name,size_bytes,bucket,ref_total,ref_locks,ref_locks_count,ref_scripts,ref_scripts_count,ref_tests,ref_tests_count,ref_top,ref_top_count,disposition
docs/FRONTEND_REAL_FLOW_E2E.md,FRONTEND_REAL_FLOW_E2E.md,1270,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/FRONTEND_REPAIR_PANEL_SHELL.md,FRONTEND_REPAIR_PANEL_SHELL.md,602,PER_FRONTEND,2,locks/sentinel/FRONTEND_REPAIR_PANEL_SHELL_LOCK_001.json,1,,0,tests/corpus/programbench/test_programbench_commit_provenance_repair_audit_lock.py,1,,0,REVIEW
docs/FRONTEND_SOURCE_APPLY_DRY_RUN_PANEL.md,FRONTEND_SOURCE_APPLY_DRY_RUN_PANEL.md,255,PER_FRONTEND,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/FRONTEND_TEMP_VERIFY_PANEL.md,FRONTEND_TEMP_VERIFY_PANEL.md,237,PER_FRONTEND,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/FRONTEND_WORKSPACE_STATUS_PANEL.md,FRONTEND_WORKSPACE_STATUS_PANEL.md,270,PER_FRONTEND,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/HANDOFF_PROMPT_ANTIGRAVITY.md,HANDOFF_PROMPT_ANTIGRAVITY.md,9388,PER_HANDOFF,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/HUMAN_APPROVAL_PACKET_UI_MODEL.md,HUMAN_APPROVAL_PACKET_UI_MODEL.md,524,PER_SOURCE_MUTATION,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/HUMAN_APPROVAL_SOURCE_MUTATION_GATE.md,HUMAN_APPROVAL_SOURCE_MUTATION_GATE.md,2911,PER_SOURCE_MUTATION,1,locks/sentinel/HUMAN_APPROVAL_SOURCE_MUTATION_GATE_LOCK_001.json,1,,0,,0,,0,REVIEW
docs/IDE_APPROVAL_UX_COPY.md,IDE_APPROVAL_UX_COPY.md,594,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/IDE_BACKEND_COMMAND_SURFACE.md,IDE_BACKEND_COMMAND_SURFACE.md,237,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/IDE_CONSUMER_FLOW_TRACE.md,IDE_CONSUMER_FLOW_TRACE.md,247,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/IDE_DIAGNOSE_FLOW.md,IDE_DIAGNOSE_FLOW.md,206,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/IDE_END_TO_END_UI_FLOW_TRACE.md,IDE_END_TO_END_UI_FLOW_TRACE.md,345,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/IDE_FRONTEND_STATE_CONTRACT.md,IDE_FRONTEND_STATE_CONTRACT.md,462,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/IDE_HUMAN_APPROVAL_SIGNING_FLOW.md,IDE_HUMAN_APPROVAL_SIGNING_FLOW.md,290,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/IDE_LIVE_MODEL_REPAIR_FLOW_STATE.md,IDE_LIVE_MODEL_REPAIR_FLOW_STATE.md,1197,PER_TRACE_FLOW,1,locks/sentinel/IDE_LIVE_MODEL_REPAIR_FLOW_STATE_LOCK_001.json,1,,0,,0,,0,REVIEW
docs/IDE_MODEL_ROUTE_PANEL.md,IDE_MODEL_ROUTE_PANEL.md,308,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/IDE_PATCH_PLAN_FLOW.md,IDE_PATCH_PLAN_FLOW.md,194,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/IDE_REPAIR_STATE_MODEL.md,IDE_REPAIR_STATE_MODEL.md,3344,PER_TRACE_FLOW,1,locks/sentinel/IDE_REPAIR_STATE_MODEL_LOCK_001.json,1,,0,,0,,0,REVIEW
docs/IDE_SECURITY_MONITOR_ROADMAP_2026-05-27.md,IDE_SECURITY_MONITOR_ROADMAP_2026-05-27.md,3608,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/IDE_SOURCE_APPLY_GATE_FLOW.md,IDE_SOURCE_APPLY_GATE_FLOW.md,284,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/IDE_TEMP_VERIFY_FLOW.md,IDE_TEMP_VERIFY_FLOW.md,196,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/IDE_WORKSPACE_OPEN_FLOW.md,IDE_WORKSPACE_OPEN_FLOW.md,233,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/INCIDENT_RESPONSE.md,INCIDENT_RESPONSE.md,606,POLICY,1,locks/sentinel/SUPPLY_CHAIN_LOCK_001.json,1,,0,,0,,0,KEEP
docs/INTAKE_REPAIR_LOOP.md,INTAKE_REPAIR_LOOP.md,3479,MISC,1,locks/sentinel/LLM_MOCKED_INTAKE_REPAIR_LOCK_001.json,1,,0,,0,,0,REVIEW
docs/LICENSING.md,LICENSING.md,2329,FOUNDATION,1,,0,,0,,0,README.md,1,KEEP
docs/LIVE_MODEL_COMPATIBILITY_HARNESS.md,LIVE_MODEL_COMPATIBILITY_HARNESS.md,766,PER_TRACE_FLOW,1,locks/sentinel/LIVE_MODEL_MOCK_COMPATIBILITY_HARNESS_LOCK_001.json,1,,0,,0,,0,REVIEW
docs/LIVE_MODEL_DIAGNOSE_ONLY_TRACE.md,LIVE_MODEL_DIAGNOSE_ONLY_TRACE.md,1553,PER_TRACE_FLOW,1,locks/sentinel/LIVE_MODEL_DIAGNOSE_ONLY_TRACE_LOCK_001.json,1,,0,,0,,0,REVIEW
docs/LIVE_MODEL_PATCH_PLAN_QUARANTINE.md,LIVE_MODEL_PATCH_PLAN_QUARANTINE.md,1842,PER_TRACE_FLOW,1,locks/sentinel/LIVE_MODEL_PATCH_PLAN_QUARANTINE_LOCK_001.json,1,,0,,0,,0,REVIEW
docs/LIVE_MODEL_TEMP_PATCH_VERIFIER_GATE.md,LIVE_MODEL_TEMP_PATCH_VERIFIER_GATE.md,689,PER_TRACE_FLOW,1,locks/sentinel/LIVE_MODEL_TEMP_PATCH_VERIFIER_GATE_LOCK_001.json,1,,0,,0,,0,REVIEW
docs/LOCAL_MODEL_ADMISSION_POLICY.md,LOCAL_MODEL_ADMISSION_POLICY.md,3377,PER_MODEL_ADMISSION,1,locks/sentinel/LOCAL_MODEL_ADMISSION_POLICY_LOCK_001.json,1,,0,,0,,0,REVIEW
docs/LOCAL_MODEL_CONFIG_WIZARD.md,LOCAL_MODEL_CONFIG_WIZARD.md,406,PER_MODEL_ADMISSION,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/LOCAL_MODEL_LIVE_ADMISSION.md,LOCAL_MODEL_LIVE_ADMISSION.md,2068,PER_MODEL_ADMISSION,1,locks/sentinel/LOCAL_MODEL_LIVE_ADMISSION_LOCK_001.json,1,,0,,0,,0,REVIEW
docs/LOCAL_MODEL_SETTINGS_PANEL.md,LOCAL_MODEL_SETTINGS_PANEL.md,583,PER_MODEL_ADMISSION,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/LOCAL_PROVIDER_SMOKE_TEST.md,LOCAL_PROVIDER_SMOKE_TEST.md,309,MISC,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/MODEL_ADMISSION_NO_BYPASS.md,MODEL_ADMISSION_NO_BYPASS.md,785,PER_MODEL_ADMISSION,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/MODEL_GOVERNANCE.md,MODEL_GOVERNANCE.md,389,POLICY,0,,0,,0,,0,,0,KEEP
docs/MODEL_ROUTER.md,MODEL_ROUTER.md,6465,PER_MODEL_ADMISSION,1,locks/sentinel/MODEL_ROUTER_LOCK_001.json,1,,0,,0,,0,REVIEW
docs/MODERN_OPS_STACK.md,MODERN_OPS_STACK.md,6166,FOUNDATION,0,,0,,0,,0,,0,KEEP
docs/OLLAMA_LOCAL_PROVIDER_SMOKE.md,OLLAMA_LOCAL_PROVIDER_SMOKE.md,798,PER_MODEL_ADMISSION,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/OLLAMA_MODEL_PULL_OPERATOR_GUIDE.md,OLLAMA_MODEL_PULL_OPERATOR_GUIDE.md,1155,PER_MODEL_ADMISSION,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/OPT_IN_LIVE_DIAGNOSE_COMMAND.md,OPT_IN_LIVE_DIAGNOSE_COMMAND.md,337,MISC,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/OPT_IN_PATCH_PLAN_COMMAND.md,OPT_IN_PATCH_PLAN_COMMAND.md,244,MISC,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PARALLEL_EXECUTION_LAYER_AUDIT.md,PARALLEL_EXECUTION_LAYER_AUDIT.md,2895,FOUNDATION,7,locks/sentinel/HARDENED_INTAKE_EXECUTION_RUNNER_LOCK_001.json;locks/sentinel/HARDENED_REPAIR_PIPELINE_EXECUTORS_LOCK_001.json;locks/sentinel/HARDENED_VERIFIED_TASK_AND_CODECLASH_LOCK_001.json;locks/sentinel/PARALLEL_EXECUTION_LAYER_AUDIT_LOCK_001.json;locks/sentinel/SCRIPT_HELPER_EXECUTION_CLASSIFICATION_SWEEP_LOCK_001.json,5,scripts/dev/parallel_execution_layer_audit.py;scripts/status/workspace_evidence_reconciliation_002.py,2,,0,,0,KEEP
docs/POST_APPLY_VERIFIER.md,POST_APPLY_VERIFIER.md,796,MISC,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/POST_APPLY_VERIFIER_NO_DEFAULT_PASS.md,POST_APPLY_VERIFIER_NO_DEFAULT_PASS.md,986,MISC,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH.md,PROGRAMBENCH.md,21593,FOUNDATION,6,,0,scripts/corpus/programbench/commit_provenance_repair_audit.py;scripts/corpus/programbench/upstream_artifact_authority_recheck.py,2,,0,README.md;CLAUDE.md;AGENTS.md;CHANGELOG.md,4,KEEP
docs/PROGRAMBENCH_200_COMPLETION_MAP.md,PROGRAMBENCH_200_COMPLETION_MAP.md,36319,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_200_FACTORY_ROADMAP.md,PROGRAMBENCH_200_FACTORY_ROADMAP.md,27951,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_200_LOCK_PLAN.md,PROGRAMBENCH_200_LOCK_PLAN.md,9077,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_ARTIFACT_IMPORT_OPERATOR_GUIDE.md,PROGRAMBENCH_ARTIFACT_IMPORT_OPERATOR_GUIDE.md,6081,PER_PROGRAMBENCH_ADMIN,4,locks/sentinel/PROGRAMBENCH_ARTIFACT_IMPORT_OPERATOR_GUIDE_LOCK_001.json,1,scripts/corpus/programbench/artifact_import_operator_guide.py;scripts/proof/proof_gap_packet.py;scripts/status/global_operator_action_queue.py,3,,0,,0,REVIEW
docs/PROGRAMBENCH_AUDIT.md,PROGRAMBENCH_AUDIT.md,8843,PER_PROGRAMBENCH_ADMIN,1,,0,scripts/_pb_full_audit.py,1,,0,,0,REVIEW
docs/PROGRAMBENCH_BATCH001_IMPORT_SCAN_PIPELINE.md,PROGRAMBENCH_BATCH001_IMPORT_SCAN_PIPELINE.md,1302,PER_PROGRAMBENCH_ADMIN,1,,0,,0,tests/corpus/programbench/test_programbench_commit_provenance_repair_audit_lock.py,1,,0,REVIEW
docs/PROGRAMBENCH_BATCH001_IMPORT_SCAN_PLANNING.md,PROGRAMBENCH_BATCH001_IMPORT_SCAN_PLANNING.md,504,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BATCH001_LIVE_MANIFEST_METADATA_LOOKUP.md,PROGRAMBENCH_BATCH001_LIVE_MANIFEST_METADATA_LOOKUP.md,506,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BATCH001_LOOKUP_CAMPAIGN_FINAL_STATE.md,PROGRAMBENCH_BATCH001_LOOKUP_CAMPAIGN_FINAL_STATE.md,488,PER_FINAL_STATE,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BATCH001_METADATA_CAMPAIGN.md,PROGRAMBENCH_BATCH001_METADATA_CAMPAIGN.md,1290,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BATCH001_METADATA_DIGEST_ADMISSION.md,PROGRAMBENCH_BATCH001_METADATA_DIGEST_ADMISSION.md,561,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BATCH001_METADATA_RECOVERY_QUEUE.md,PROGRAMBENCH_BATCH001_METADATA_RECOVERY_QUEUE.md,440,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BATCH001_OPERATOR_PACKET_BUNDLE.md,PROGRAMBENCH_BATCH001_OPERATOR_PACKET_BUNDLE.md,355,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BATCH001_OPERATOR_PACKET_REFRESH_AFTER_LOOKUP.md,PROGRAMBENCH_BATCH001_OPERATOR_PACKET_REFRESH_AFTER_LOOKUP.md,526,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BATCH001_POST_LOOKUP_STATE_REFRESH.md,PROGRAMBENCH_BATCH001_POST_LOOKUP_STATE_REFRESH.md,447,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BATCH001_STATE.md,PROGRAMBENCH_BATCH001_STATE.md,612,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BATCH001_UNBLOCK_PRIORITY.md,PROGRAMBENCH_BATCH001_UNBLOCK_PRIORITY.md,1686,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BATCH001_UNBLOCK_SIMULATION.md,PROGRAMBENCH_BATCH001_UNBLOCK_SIMULATION.md,405,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BATCH_SKIP_DECISIONS.md,PROGRAMBENCH_BATCH_SKIP_DECISIONS.md,497,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BOARD_STATUS_2026-05-22.md,PROGRAMBENCH_BOARD_STATUS_2026-05-22.md,13954,PER_BOARD_SNAPSHOT,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BOARD_STATUS_2026-05-25.md,PROGRAMBENCH_BOARD_STATUS_2026-05-25.md,5922,PER_BOARD_SNAPSHOT,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_BOARD_STATUS_2026-05-26.md,PROGRAMBENCH_BOARD_STATUS_2026-05-26.md,14310,PER_BOARD_SNAPSHOT,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_CAMPAIGN_REPORTING_API.md,PROGRAMBENCH_CAMPAIGN_REPORTING_API.md,588,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_CODEX_LANE_FINAL_STATE.md,PROGRAMBENCH_CODEX_LANE_FINAL_STATE.md,835,PER_FINAL_STATE,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_CODEX_OPERATOR_READY_FINAL_STATE.md,PROGRAMBENCH_CODEX_OPERATOR_READY_FINAL_STATE.md,568,PER_FINAL_STATE,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_COMMIT_PROVENANCE_REPAIR_AUDIT.md,PROGRAMBENCH_COMMIT_PROVENANCE_REPAIR_AUDIT.md,1053,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_EVIDENCE_GRAPH.md,PROGRAMBENCH_EVIDENCE_GRAPH.md,610,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_EVIDENCE_GRAPH_INTEGRITY_GUARD.md,PROGRAMBENCH_EVIDENCE_GRAPH_INTEGRITY_GUARD.md,505,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_EXACT_PROVIDER_PROBE_PLAN.md,PROGRAMBENCH_EXACT_PROVIDER_PROBE_PLAN.md,529,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_EXECUTION_PREFLIGHT.md,PROGRAMBENCH_EXECUTION_PREFLIGHT.md,671,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_EXTERNAL_MODEL_HANDOFF.md,PROGRAMBENCH_EXTERNAL_MODEL_HANDOFF.md,9438,PER_HANDOFF,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_FACTORY_ARCHITECTURE.md,PROGRAMBENCH_FACTORY_ARCHITECTURE.md,15925,FOUNDATION,2,,0,scripts/corpus/programbench/upstream_artifact_authority_recheck.py;scripts/pb_cluster_from_eval.py,2,,0,,0,KEEP
docs/programbench_floor_raise_roadmap.md,programbench_floor_raise_roadmap.md,21085,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_FULL_AUDIT.md,PROGRAMBENCH_FULL_AUDIT.md,12182,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_HIGH_PUBLIC_BEST_TARGET_QUEUE.md,PROGRAMBENCH_HIGH_PUBLIC_BEST_TARGET_QUEUE.md,4353,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_INSTANCE_STATE_SCHEMA.md,PROGRAMBENCH_INSTANCE_STATE_SCHEMA.md,884,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_LANGUAGE_AUDIT.md,PROGRAMBENCH_LANGUAGE_AUDIT.md,14916,PER_PROGRAMBENCH_ADMIN,1,,0,scripts/pb_language_audit.py,1,,0,,0,REVIEW
docs/PROGRAMBENCH_NEXT_UNBLOCK_DECISION.md,PROGRAMBENCH_NEXT_UNBLOCK_DECISION.md,849,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_OPERATOR_ACTION_QUEUE.md,PROGRAMBENCH_OPERATOR_ACTION_QUEUE.md,611,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_OPERATOR_CLI.md,PROGRAMBENCH_OPERATOR_CLI.md,844,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_OPERATOR_INBOX_SCANNER.md,PROGRAMBENCH_OPERATOR_INBOX_SCANNER.md,327,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_OPERATOR_OUTBOX.md,PROGRAMBENCH_OPERATOR_OUTBOX.md,404,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_OPERATOR_PACKET_ADMISSION_LIVE_PACKET_REVIEW.md,PROGRAMBENCH_OPERATOR_PACKET_ADMISSION_LIVE_PACKET_REVIEW.md,572,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_OPERATOR_PACKET_ADMISSION_PROCESSING.md,PROGRAMBENCH_OPERATOR_PACKET_ADMISSION_PROCESSING.md,516,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_OPERATOR_PACKET_ADMISSION_ROUTER.md,PROGRAMBENCH_OPERATOR_PACKET_ADMISSION_ROUTER.md,441,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_OPERATOR_PACKET_TEMPLATES.md,PROGRAMBENCH_OPERATOR_PACKET_TEMPLATES.md,713,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_OPERATOR_PACKET_VALIDATOR.md,PROGRAMBENCH_OPERATOR_PACKET_VALIDATOR.md,486,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_OPERATOR_POLICY_ADMISSION.md,PROGRAMBENCH_OPERATOR_POLICY_ADMISSION.md,698,PER_PROGRAMBENCH_ADMIN,1,,0,scripts/proof/proof_gap_packet.py,1,,0,,0,REVIEW
docs/PROGRAMBENCH_OPERATOR_READY_AUDIT.md,PROGRAMBENCH_OPERATOR_READY_AUDIT.md,504,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_PAUSED_TOOL_LOCK_GAP_REPORT.md,PROGRAMBENCH_PAUSED_TOOL_LOCK_GAP_REPORT.md,16816,PER_PROGRAMBENCH_ADMIN,1,,0,scripts/pb_paused_lock_gap_report.py,1,,0,,0,REVIEW
docs/PROGRAMBENCH_PLATFORM_COMPLETION_SCORECARD.md,PROGRAMBENCH_PLATFORM_COMPLETION_SCORECARD.md,442,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_SAFE_REGISTRY_MANIFEST_CLIENT.md,PROGRAMBENCH_SAFE_REGISTRY_MANIFEST_CLIENT.md,882,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/programbench_session_handoff_20260523.md,programbench_session_handoff_20260523.md,10009,PER_HANDOFF,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_SKIP_REASON_TAXONOMY.md,PROGRAMBENCH_SKIP_REASON_TAXONOMY.md,722,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROGRAMBENCH_TWO_LEDGER_INTEGRITY.md,PROGRAMBENCH_TWO_LEDGER_INTEGRITY.md,7846,PER_PROGRAMBENCH_ADMIN,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/PROJECT_CLOAK.md,PROJECT_CLOAK.md,25932,FOUNDATION,0,,0,,0,,0,,0,KEEP
docs/README.md,README.md,7897,MISC,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_APPROVAL_APPLY_POST_VERIFY_TRACE.md,REAL_APPROVAL_APPLY_POST_VERIFY_TRACE.md,1206,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_APPROVAL_DIFF_BODY_CONTENT_BINDING.md,REAL_APPROVAL_DIFF_BODY_CONTENT_BINDING.md,1194,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_BUILD_ADAPTER_TEMP_VERIFY_TRACE.md,REAL_BUILD_ADAPTER_TEMP_VERIFY_TRACE.md,1160,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_HUMAN_APPROVAL_ADMISSION.md,REAL_HUMAN_APPROVAL_ADMISSION.md,1116,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_LIVE_DIAGNOSE_ONLY.md,REAL_LIVE_DIAGNOSE_ONLY.md,954,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_LOCAL_MODEL_ADMISSION.md,REAL_LOCAL_MODEL_ADMISSION.md,1023,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_LOCAL_MODEL_HEALTHCHECK.md,REAL_LOCAL_MODEL_HEALTHCHECK.md,1039,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_LOCAL_MODEL_PROVIDER_CONFIG.md,REAL_LOCAL_MODEL_PROVIDER_CONFIG.md,1129,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_MODEL_DIAGNOSE_WITH_BUILD_VERIFIER.md,REAL_MODEL_DIAGNOSE_WITH_BUILD_VERIFIER.md,1003,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_MODEL_PATCH_PLAN_WITH_VERIFIER_CONTEXT.md,REAL_MODEL_PATCH_PLAN_WITH_VERIFIER_CONTEXT.md,1042,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_OLLAMA_PROVIDER_DETECTION.md,REAL_OLLAMA_PROVIDER_DETECTION.md,898,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_PATCH_PLAN_QUARANTINE.md,REAL_PATCH_PLAN_QUARANTINE.md,934,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_REPAIR_FLOW_FINAL_STATE.md,REAL_REPAIR_FLOW_FINAL_STATE.md,2386,PER_FINAL_STATE,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/REAL_TEMP_PATCH_VERIFY.md,REAL_TEMP_PATCH_VERIFY.md,1096,PER_TRACE_FLOW,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/RECENT_WORK_2026_05.md,RECENT_WORK_2026_05.md,13282,PER_AUDIT_DATED,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/RED_TEAM_PLAN.md,RED_TEAM_PLAN.md,643,POLICY,0,,0,,0,,0,,0,KEEP
docs/RISK_REGISTER.md,RISK_REGISTER.md,640,POLICY,1,locks/sentinel/SUPPLY_CHAIN_LOCK_001.json,1,,0,,0,,0,KEEP
docs/ROLLBACK_SYMLINK_SEMANTICS.md,ROLLBACK_SYMLINK_SEMANTICS.md,1845,PER_SOURCE_MUTATION,0,,0,,0,,0,,0,COLD_STORAGE_SAFE
docs/SAFE_PATCH_DIFF_ROLLBACK.md,SAFE_PATCH_DIFF_ROLLBACK.md,2969,PER_SOURCE_MUTATION,1,locks/sentinel/SAFE_PATCH_DIFF_ROLLBACK_LOCK_001.json,1,,0,,0,,0,REVIEW
